B_ID,B_Name,B__Round1_Strikes_Body Significant Strikes_Landed,B__Round1_Strikes_Clinch Significant Strikes_Landed,B__Round1_Strikes_Ground Significant Strikes_Landed,B__Round1_Strikes_Head Significant Strikes_Landed,B__Round1_Strikes_Legs Significant Strikes_Landed,B__Round1_Strikes_Significant Strikes_Landed,B__Round2_Strikes_Body Significant Strikes_Landed,B__Round2_Strikes_Clinch Significant Strikes_Landed,B__Round2_Strikes_Ground Significant Strikes_Landed,B__Round2_Strikes_Head Significant Strikes_Landed,B__Round2_Strikes_Legs Significant Strikes_Landed,B__Round2_Strikes_Significant Strikes_Landed,B__Round3_Strikes_Body Significant Strikes_Landed,B__Round3_Strikes_Clinch Significant Strikes_Landed,B__Round3_Strikes_Ground Significant Strikes_Landed,B__Round3_Strikes_Head Significant Strikes_Landed,B__Round3_Strikes_Legs Significant Strikes_Landed,B__Round3_Strikes_Significant Strikes_Landed,Date,Event_ID,Fight_ID,Last_round,Max_round,R_ID,R_Name,R__Round1_Strikes_Body Significant Strikes_Landed,R__Round1_Strikes_Clinch Significant Strikes_Landed,R__Round1_Strikes_Ground Significant Strikes_Landed,R__Round1_Strikes_Head Significant Strikes_Landed,R__Round1_Strikes_Legs Significant Strikes_Landed,R__Round1_Strikes_Significant Strikes_Landed,R__Round2_Strikes_Body Significant Strikes_Landed,R__Round2_Strikes_Clinch Significant Strikes_Landed,R__Round2_Strikes_Ground Significant Strikes_Landed,R__Round2_Strikes_Head Significant Strikes_Landed,R__Round2_Strikes_Legs Significant Strikes_Landed,R__Round2_Strikes_Significant Strikes_Landed,R__Round3_Strikes_Body Significant Strikes_Landed,R__Round3_Strikes_Clinch Significant Strikes_Landed,R__Round3_Strikes_Ground Significant Strikes_Landed,R__Round3_Strikes_Head Significant Strikes_Landed,R__Round3_Strikes_Legs Significant Strikes_Landed,R__Round3_Strikes_Significant Strikes_Landed,winby,winner
2328,Nina Ansaroff,18,14,0,34,8,60,6,1,1,15,15,36,11,9,1,7,1,19,1/17/17,803,6486,3,3,2710,Jocelyn Jones-Lybarger,3,4,0,17,4,24,4,1,3,31,8,43,8,2,0,27,6,41,SUB,blue
2343,Felice Herrig,13,10,6,16,4,33,5,7,3,9,1,15,1,1,0,0,0,1,2/6/17,804,6451,3,3,2814,Alexa Grasso,7,14,0,18,5,30,7,6,0,1,0,8,8,6,4,9,10,27,DEC,blue
1984,James Vick,18,11,0,44,12,74,10,2,0,72,8,90,5,2,0,59,2,66,2/6/17,804,6452,3,3,2013,Abel Trujillo,3,2,4,28,0,31,3,6,2,13,0,16,4,4,3,21,0,25,SUB,blue
2863,Volkan Oezdemir,,,,,,,,,,,,,,,,,,,2/6/17,804,6453,3,3,1499,Ovince Saint Preux,22,13,11,51,10,83,16,10,9,38,7,61,5,4,19,36,2,43,DEC,blue
2764,Curtis Blaydes,4,7,13,24,9,37,4,2,23,33,2,39,,,,,,,3/17/17,804,6459,2,3,2763,Adam Milstead,4,5,2,27,1,32,1,4,0,25,0,26,,,,,,,KO/TKO,no contest
1622,Chris Gruetzemacher,11,8,0,15,12,38,5,1,0,8,23,36,6,13,0,19,4,29,2/6/17,804,6460,2,3,2214,Chas Skelly,11,15,9,45,2,58,3,16,6,41,1,45,0,0,4,8,0,8,SUB,red
2851,Niko Price,1,1,1,3,2,6,,,,,,,,,,,,,2/6/17,804,6490,2,3,2737,Alex Morono,5,1,0,13,11,29,3,9,0,34,9,46,6,13,4,72,1,79,KO/TKO,no contest
2790,Khalil Rountree Jr.,0,2,1,7,0,7,1,0,2,4,0,5,0,1,3,5,0,5,2/6/17,804,6492,1,3,2623,Daniel Jolly,4,1,0,1,1,6,,,,,,,,,,,,,KO/TKO,blue
2210,Michinori Tanaka,2,1,13,11,11,24,4,0,25,38,2,44,6,2,14,46,0,52,2/6/17,804,6499,3,3,2857,Ricardo Ramos,,,,,,,,,,,,,,,,,,,DEC,red
2345,Bec Rawlings,15,35,7,74,6,95,2,0,2,28,2,32,15,18,7,36,10,61,2/6/17,804,6505,3,3,2340,Tecia Torres,15,12,1,42,11,68,18,15,9,49,19,86,26,11,1,67,19,112,DEC,red
2352,Angela Hill,12,21,0,28,6,46,10,30,5,37,3,50,19,31,2,27,4,50,2/6/17,804,6511,3,3,2079,Jessica Andrade,38,35,42,102,2,142,29,38,13,83,15,127,11,17,9,36,3,50,DEC,red
2797,JC Cottrell,0,0,0,0,2,2,0,0,0,3,1,4,1,0,0,6,1,8,1/31/17,806,6449,1,3,2815,Jason Gonzalez,1,1,0,6,3,10,,,,,,,,,,,,,SUB,red
1272,Jorge Masvidal,56,39,16,125,40,221,42,34,29,126,14,182,24,20,6,106,10,140,1/31/17,806,6475,2,3,1076,Donald Cerrone,53,10,4,79,50,182,44,18,14,108,60,212,19,13,18,51,42,112,KO/TKO,blue
2659,Francis Ngannou,6,6,9,26,5,37,2,3,1,30,1,33,,,,,,,12/20/17,806,6476,1,3,367,Andrei Arlovski,20,41,12,85,18,123,10,8,0,12,3,25,7,10,0,17,4,28,KO/TKO,blue
2264,Sam Alvey,26,25,11,45,7,78,11,13,13,72,11,94,13,34,0,60,13,86,1/31/17,806,6477,3,3,372,Nate Marquardt,19,7,15,32,20,71,10,1,2,14,3,27,5,3,0,7,2,14,DEC,blue
2206,Li Jingliang,2,3,19,48,19,69,12,6,10,64,13,89,2,1,13,35,7,44,1/31/17,806,6488,2,3,2855,Bobby Nash,,,,,,,,,,,,,,,,,,,KO/TKO,blue
2860,Jeremy Kimball,,,,,,,,,,,,,,,,,,,1/31/17,806,6489,1,3,1865,Marcos Rogerio de Lima,8,14,26,41,12,61,,,,,,,,,,,,,KO/TKO,red
2856,Jordan Johnson,,,,,,,,,,,,,,,,,,,1/31/17,806,6498,3,3,2768,Henrique da Silva,34,33,0,26,10,70,17,18,34,53,1,71,,,,,,,DEC,blue
2724,Jason Knight,5,0,14,37,11,53,7,0,1,18,10,35,7,5,11,63,5,75,1/31/17,806,6500,2,3,1755,Alex Caceres,21,12,7,46,17,84,30,16,1,54,20,104,19,10,8,77,10,106,SUB,blue
2177,Aljamain Sterling,26,36,10,22,20,68,31,26,20,36,13,80,8,2,35,35,4,47,1/31/17,806,6501,3,3,1039,Raphael Assuncao,9,9,0,44,27,80,6,3,11,37,18,61,15,10,2,56,12,83,DEC,red
2755,Alessio Di Chirico,10,2,0,22,7,39,7,8,9,40,2,49,6,8,2,29,3,38,5/17/18,806,6502,1,3,2782,Eric Spicely,2,3,2,9,1,12,,,,,,,,,,,,,SUB,red
2859,Eric Shelton,,,,,,,,,,,,,,,,,,,1/31/17,806,6503,3,3,2858,Alexandre Pantoja,,,,,,,,,,,,,,,,,,,DEC,red
2337,Jared Cannonier,11,6,6,27,10,48,3,4,5,15,3,21,2,7,0,23,2,27,2/13/17,807,6469,3,3,1968,Glover Teixeira,14,8,12,63,1,78,15,7,17,53,0,68,8,13,10,32,0,40,DEC,red
347,Roan Carneiro,4,4,0,8,3,15,0,0,0,2,0,2,3,1,0,14,0,17,2/13/17,807,6471,3,3,2055,Ryan LaFlare,22,10,5,19,2,43,22,12,1,18,7,47,11,6,10,29,6,46,DEC,red
2778,Belal Muhammad,2,1,2,21,6,29,2,3,1,24,4,30,3,1,13,83,1,87,2/13/17,807,6472,3,3,2739,Randy Brown,16,11,11,27,10,53,4,22,5,32,3,39,2,11,2,17,1,20,DEC,blue
2466,Islam Makhachev,5,8,1,20,2,27,6,1,9,12,0,18,1,0,1,2,0,3,2/13/17,807,6480,3,3,1137,Nik Lentz,20,28,10,46,9,75,21,12,28,47,7,75,7,8,1,24,5,36,DEC,blue
509,Jim Miller,26,13,13,61,20,107,26,7,10,51,18,95,9,13,0,49,14,72,2/13/17,807,6482,3,3,1595,Dustin Poirier,11,41,13,141,19,171,6,5,24,30,3,39,1,0,3,7,2,10,DEC,red
515,Phillipe Nover,5,7,2,18,1,24,13,2,0,10,1,24,9,5,1,10,4,23,2/13/17,807,6491,3,3,2821,Rick Glenn,1,0,3,5,0,6,2,3,1,10,2,14,7,3,0,28,3,38,DEC,red
435,Tim Boetsch,17,18,6,46,12,75,5,2,28,42,1,48,,,,,,,2/13/17,807,6496,1,3,896,Jacare Souza,10,5,42,43,7,60,10,4,3,13,4,27,9,1,17,25,2,36,SUB,red
1806,Derek Brunson,6,35,36,95,7,108,0,0,3,8,3,11,1,0,0,9,8,18,2/13/17,807,6508,3,3,235,Anderson Silva,6,4,0,17,7,30,5,0,1,20,13,38,9,3,1,28,16,53,DEC,red
1991,Cezar Ferreira,20,2,9,30,7,57,6,1,12,19,11,36,3,0,6,12,1,16,2/22/17,808,6463,3,3,2224,Elias Theodorou,35,16,14,28,27,90,27,23,41,68,8,103,11,6,6,14,2,27,DEC,red
2087,Thiago Santos,13,7,19,33,30,76,8,15,1,14,15,37,13,20,4,16,7,36,10/25/17,808,6464,2,3,2831,Jack Marshman,3,0,6,7,0,10,4,0,4,26,2,32,,,,,,,KO/TKO,blue
2819,Alessandro Ricci,11,9,0,4,2,17,4,4,0,2,2,8,1,2,0,1,1,3,2/21/17,808,6465,1,3,2316,Paul Felder,24,27,15,53,32,109,25,19,21,72,29,126,17,12,16,43,16,76,KO/TKO,red
2107,Santiago Ponzinibbio,11,10,7,115,18,144,7,1,0,41,7,55,4,2,0,31,3,38,2/22/17,808,6466,3,3,2227,Nordine Taleb,18,15,7,46,21,85,21,10,27,38,6,65,7,0,17,33,3,43,DEC,blue
2571,Reginaldo Vieira,8,7,0,17,2,27,12,7,4,13,3,28,3,0,19,19,2,24,2/20/17,808,6467,3,3,2852,Aiemann Zahabi,,,,,,,,,,,,,,,,,,,DEC,red
2350,Randa Markos,3,16,14,53,11,67,4,1,6,54,8,66,5,4,4,54,5,64,2/20/17,808,6506,3,3,2338,Carla Esparza,8,11,8,21,0,29,3,3,17,22,0,25,9,0,17,11,0,20,DEC,blue
2866,Gina Mazany,,,,,,,,,,,,,,,,,,,2/20/17,808,6526,1,3,2022,Sara McMann,18,17,27,45,1,64,12,11,4,18,7,37,3,1,4,13,6,22,SUB,red
768,Hector Lombard,3,21,47,88,6,97,7,8,2,32,3,42,3,3,6,16,5,24,2/22/17,808,6527,3,3,947,Johny Hendricks,4,12,8,43,20,67,8,22,12,82,38,128,6,8,4,72,23,101,DEC,red
2803,Ryan Janes,7,3,0,23,5,35,4,0,0,17,6,27,4,2,2,15,1,20,2/19/17,808,6528,1,3,2844,Gerald Meerschaert,1,3,3,13,0,14,,,,,,,,,,,,,SUB,red
2862,Gavin Tucker,,,,,,,,,,,,,,,,,,,2/20/17,808,6529,3,3,1978,Sam Sicilia,19,13,7,55,20,94,5,5,8,17,3,25,4,1,13,13,0,17,DEC,blue
735,Mark Hunt,6,6,4,46,9,61,1,4,0,36,1,38,0,0,2,8,0,8,11/24/17,809,6487,3,3,808,Alistair Overeem,44,17,36,53,23,120,16,2,19,33,19,68,13,0,16,18,6,37,KO/TKO,red
1486,Darren Elkins,29,40,13,58,4,91,21,20,50,66,9,96,11,14,48,81,3,95,3/6/17,809,6493,3,3,2213,Mirsad Bektic,2,2,30,47,0,49,2,0,28,41,0,43,0,0,9,12,0,12,KO/TKO,blue
2734,David Teymur,8,0,0,14,26,48,0,0,4,11,5,16,,,,,,,3/6/17,809,6509,3,3,2784,Lando Vannata,12,2,4,26,6,44,2,0,0,3,1,6,,,,,,,DEC,blue
1737,Luke Sanders,1,0,2,21,4,26,,,,,,,,,,,,,3/6/17,809,6559,2,3,1706,Iuri Alcantara,29,6,26,51,2,82,18,9,21,50,2,70,14,10,17,52,7,73,SUB,red
2834,Paul Craig,8,12,3,10,0,18,1,0,2,11,1,13,,,,,,,3/6/17,809,6560,1,3,2840,Tyson Pedro,1,0,0,0,3,4,,,,,,,,,,,,,KO/TKO,red
2324,Daniel Kelly,2,9,16,75,7,84,5,6,9,47,5,57,5,5,30,79,2,86,3/6/17,809,6563,3,3,387,Rashad Evans,3,2,0,15,0,18,2,1,0,5,1,8,1,1,0,4,1,6,DEC,blue
2658,Luis Henrique,5,6,16,29,1,35,0,0,11,12,0,12,2,0,6,6,1,9,3/6/17,809,6570,3,3,2753,Marcin Tybura,9,4,0,17,2,28,4,3,0,10,3,17,3,5,0,14,1,18,KO/TKO,red
2870,Cynthia Calvillo,,,,,,,,,,,,,,,,,,,3/6/17,809,6575,1,3,2792,Amanda Cooper,5,2,0,16,1,22,0,0,7,15,0,15,2,1,3,30,1,33,SUB,blue
2874,Andre Soukhamthath,,,,,,,,,,,,,,,,,,,3/6/17,809,6576,3,3,2405,Albert Morales,2,0,0,19,22,43,3,0,0,4,16,23,4,3,1,25,2,31,DEC,red
2168,Beneil Dariush,52,41,34,101,33,186,29,26,7,40,13,82,17,19,8,44,9,70,3/13/17,810,6474,2,3,1657,Edson Barboza,61,2,5,71,35,167,26,0,5,42,28,96,17,0,0,37,40,94,KO/TKO,red
1742,Gian Villante,22,21,20,87,48,157,17,21,2,62,31,110,4,3,0,49,9,62,3/13/17,810,6495,3,3,457,Mauricio Rua,8,6,16,46,23,77,8,5,4,22,9,39,8,1,2,19,7,34,KO/TKO,red
2376,Marion Reneau,13,16,1,46,9,68,24,23,0,42,15,81,8,4,9,48,13,69,7/7/18,810,6510,3,3,2133,Bethe Correia,10,14,1,57,20,87,32,33,0,96,16,144,10,13,0,51,14,75,,draw
2807,Jeremy Kennedy,4,3,0,4,0,8,3,6,0,10,2,15,1,2,1,2,1,4,3/12/17,810,6525,3,3,1994,Rony Jason,4,4,0,11,3,18,7,3,0,7,2,16,4,2,0,8,1,13,DEC,blue
1952,Tim Means,49,38,7,108,29,186,26,18,20,92,8,126,13,5,3,31,14,58,3/13/17,810,6535,2,3,2469,Alex Oliveira,27,52,0,43,19,89,13,17,15,37,10,60,18,9,41,38,6,62,SUB,red
2217,Ray Borg,10,5,21,21,1,32,14,5,31,29,1,44,3,3,14,20,1,24,3/12/17,810,6537,3,3,2011,Jussier Formiga,8,8,4,23,2,33,4,5,4,18,1,23,5,5,2,9,4,18,DEC,blue
407,Joshua Burkman,25,12,0,35,48,108,12,5,0,27,34,73,13,11,3,38,19,70,3/12/17,810,6538,1,3,2074,Michel Prazeres,7,5,6,40,13,60,12,3,6,35,16,63,20,3,2,50,10,80,SUB,red
2877,Davi Ramos,,,,,,,,,,,,,,,,,,,3/12/17,810,6539,3,3,1992,Sergio Moraes,7,2,4,23,5,35,8,2,2,39,3,50,3,0,8,45,2,50,DEC,red
419,Ed Herman,6,11,6,24,9,39,6,15,3,18,11,35,4,11,0,11,9,24,12/5/16,782,6159,2,3,2076,Nikita Krylov,28,55,26,74,18,120,5,5,19,20,1,26,,,,,,,KO/TKO,red
2820,Michael McBride,,,,,,,,,,,,,,,,,,,9/11/16,784,6171,2,3,1137,Nik Lentz,17,26,1,34,8,59,19,12,11,27,7,53,7,8,1,24,5,36,KO/TKO,red
2805,Max Griffin,,,,,,,,,,,,,,,,,,,8/22/16,785,6235,3,3,2297,Colby Covington,6,3,20,27,2,35,5,7,11,20,3,28,1,0,16,17,0,18,KO/TKO,red
2756,Thibault Gouti,2,3,7,19,1,22,1,1,4,5,1,7,0,0,0,0,0,0,8/27/16,787,6197,1,3,2222,Chad Laprise,15,3,0,48,23,86,19,4,0,47,18,84,19,10,1,71,16,106,KO/TKO,red
2825,Brandon Moreno,,,,,,,,,,,,,,,,,,,4/17/17,790,6240,1,3,2166,Louis Smolka,34,26,52,88,8,130,28,11,76,111,11,150,8,15,22,72,5,85,SUB,blue
2210,Michinori Tanaka,1,1,2,6,4,11,3,0,25,38,2,43,5,2,10,41,0,46,9/26/16,791,6258,3,3,1044,Rani Yahya,9,4,2,25,8,42,2,0,9,19,6,27,1,1,3,6,4,11,DEC,red
2309,Joe Soto,0,0,2,20,11,31,5,0,7,43,6,54,5,0,0,68,6,79,11/7/16,792,6417,1,3,2358,Marco Beltran,8,9,3,13,5,26,3,7,11,18,3,24,9,12,4,19,3,31,SUB,blue
2150,Raquel Pennington,24,47,1,38,11,73,22,37,9,70,18,110,22,31,8,59,12,93,11/14/16,794,6327,3,3,1317,Miesha Tate,16,16,12,51,9,76,16,7,24,47,4,67,13,9,18,29,6,48,DEC,blue
2634,Abdul Razak Alhassan,,,,,,,,,,,,,,,,,,,11/20/16,795,6431,1,3,2833,Charlie Ward,,,,,,,,,,,,,,,,,,,KO/TKO,blue
2724,Jason Knight,2,0,12,26,11,39,6,0,0,12,10,28,3,4,11,30,4,37,11/27/16,797,6363,3,3,2254,Dan Hooker,8,15,8,36,3,47,8,12,3,54,4,66,12,16,3,30,1,43,DEC,blue
2846,Matt Schnell,,,,,,,,,,,,,,,,,,,12/5/16,798,6439,1,3,2266,Rob Font,12,4,1,27,9,48,12,12,0,30,6,48,0,0,0,6,2,8,KO/TKO,red
2835,Viviane Pereira,,,,,,,,,,,,,,,,,,,12/11/16,800,6359,3,3,2256,Valerie Letourneau,14,13,8,68,8,90,23,13,3,102,17,142,33,23,1,75,8,116,DEC,blue
1051,Takeya Mizugaki,10,14,9,44,3,57,10,10,3,22,0,32,10,10,5,25,0,35,12/19/16,801,6419,1,3,961,Eddie Wineland,11,5,1,29,8,48,9,1,27,58,2,69,6,4,2,31,0,37,KO/TKO,red
2861,Marcel Fortuna,,,,,,,,,,,,,,,,,,,2/6/17,804,6524,1,3,2215,Anthony Hamilton,32,17,37,38,3,73,62,23,50,12,4,78,28,40,0,15,6,49,KO/TKO,blue
2296,Ulka Sasaki,4,2,0,9,10,23,2,1,4,8,3,13,,,,,,,2/13/17,807,6481,3,3,2095,Wilson Reis,4,10,8,34,18,56,5,7,11,29,7,41,8,10,14,28,5,41,DEC,red
2309,Joe Soto,0,0,2,20,13,33,5,0,7,43,6,54,5,0,0,68,6,79,3/13/17,810,6562,3,3,1044,Rani Yahya,10,4,2,25,10,45,3,1,9,21,8,32,1,1,3,8,4,13,DEC,blue
2876,Paulo Borrachinha,,,,,,,,,,,,,,,,,,,3/13/17,810,6585,1,3,2428,Garreth McLellan,16,7,0,10,15,41,13,19,51,61,8,82,7,6,43,47,2,56,KO/TKO,blue
2359,Marlon Vera,12,4,9,13,4,29,7,3,11,17,2,26,14,5,23,36,4,54,3/18/17,811,6512,3,3,1170,Brad Pickett,15,11,10,50,14,79,12,18,2,32,28,72,7,4,4,30,14,51,KO/TKO,blue
2588,Vicente Luque,7,4,9,33,15,55,2,2,5,14,1,17,11,2,9,2,0,13,3/18/17,811,6513,3,3,2329,Leon Edwards,10,9,12,35,2,47,16,6,6,32,4,52,8,4,16,30,1,39,DEC,red
2604,Teemu Packalen,1,0,10,11,0,12,1,0,1,10,1,12,4,0,0,13,0,17,3/18/17,811,6514,1,3,2822,Marc Diakiese,1,1,4,7,2,10,6,12,0,32,6,44,1,1,1,2,0,3,KO/TKO,red
2302,Scott Askham,11,4,4,15,11,37,17,27,1,15,12,44,11,10,2,14,3,28,3/18/17,811,6516,3,3,2030,Bradley Scott,12,16,0,32,1,45,12,5,8,47,5,64,1,0,0,12,6,19,DEC,red
2085,Francimar Barroso,9,19,6,21,17,47,12,22,3,29,26,67,8,16,1,22,17,47,3/18/17,811,6517,3,3,2828,Darren Stewart,1,1,6,6,0,7,,,,,,,,,,,,,DEC,blue
1918,Reza Madadi,4,4,0,4,1,9,6,11,0,16,2,24,2,7,0,25,0,27,3/18/17,811,6518,3,3,2426,Joe Duffy,10,10,3,38,3,51,0,0,0,2,0,2,2,0,2,8,0,10,DEC,red
2281,Corey Anderson,32,34,50,174,17,223,21,23,68,145,12,178,17,15,29,75,7,99,3/18/17,811,6519,1,3,2009,Jimi Manuwa,12,20,0,4,23,39,10,4,0,15,11,36,4,5,0,13,4,21,KO/TKO,red
2879,Lucie Pudilova,,,,,,,,,,,,,,,,,,,3/18/17,811,6520,3,3,2811,Lina Lansberg,9,11,0,1,1,11,2,2,0,1,0,3,,,,,,,DEC,red
2425,Tim Johnson,5,20,29,48,10,63,9,13,6,37,2,48,4,9,0,19,2,25,3/18/17,811,6521,3,3,2083,Daniel Omielanczuk,20,17,2,30,7,57,18,20,20,48,18,84,12,18,4,15,10,37,DEC,blue
2373,Makwan Amirkhani,1,0,16,17,0,18,0,0,4,7,0,7,0,0,11,13,0,13,3/18/17,811,6530,3,3,2570,Arnold Allen,3,1,9,18,4,25,4,2,3,12,2,18,1,4,1,10,0,11,DEC,red
2291,Alan Jouban,37,42,23,96,27,160,22,3,6,41,20,83,24,6,4,74,30,128,3/19/17,811,6558,2,3,2015,Gunnar Nelson,9,4,27,46,2,57,5,1,6,23,0,28,2,1,0,6,0,8,SUB,red
786,Gegard Mousasi,20,20,56,92,35,147,9,14,29,79,22,110,9,6,16,57,6,72,4/9/17,813,6522,2,3,1769,Chris Weidman,7,7,43,58,8,73,10,3,2,14,8,32,11,1,2,18,2,31,KO/TKO,blue
2300,Jan Blachowicz,25,13,17,46,7,78,19,27,12,49,1,69,15,6,26,40,1,56,4/10/17,813,6532,3,3,1694,Patrick Cummins,14,27,42,98,23,135,10,5,68,78,3,91,1,5,45,56,0,57,DEC,red
2843,Irene Aldana,3,6,0,27,7,37,3,2,0,27,3,33,3,5,1,30,5,38,4/10/17,813,6533,3,3,2785,Katlyn Chookagian,1,0,0,8,8,17,5,1,0,6,4,15,7,5,2,24,4,35,DEC,red
1531,Charles Oliveira,41,37,40,56,5,102,31,27,18,47,7,85,9,8,4,14,8,31,4/9/17,813,6555,1,3,2042,Will Brooks,18,16,0,4,7,29,12,11,7,19,4,35,11,14,0,15,6,32,SUB,blue
2204,Sean Strickland,10,23,43,100,17,127,12,3,5,76,17,105,6,7,5,94,8,108,4/9/17,813,6561,3,3,2587,Kamaru Usman,14,10,16,35,5,54,16,9,19,35,3,54,8,1,46,52,7,67,DEC,red
405,Patrick Cote,14,20,29,44,33,91,21,17,14,52,28,101,8,5,26,42,13,63,4/10/17,813,6571,3,3,511,Thiago Alves,13,9,0,36,36,85,11,2,6,30,28,69,15,4,3,22,18,55,DEC,red
2872,Desmond Green,,,,,,,,,,,,,,,,,,,4/10/17,813,6572,3,3,2773,Josh Emmett,8,7,3,12,8,28,10,7,0,30,7,47,19,21,2,40,7,66,DEC,blue
2585,Andrew Holbrook,10,14,7,14,4,28,4,7,2,7,0,11,2,3,4,9,2,13,4/10/17,813,6573,1,3,2812,Gregor Gillespie,0,1,1,15,2,17,0,0,5,10,1,11,0,2,9,10,3,13,KO/TKO,red
2880,Magomed Bibulatov,,,,,,,,,,,,,,,,,,,4/8/17,813,6605,3,3,2823,Jenel Lausa,2,0,0,18,0,20,1,0,3,13,0,14,0,0,0,22,0,22,DEC,blue
2881,Pearl Gonzalez,,,,,,,,,,,,,,,,,,,4/10/17,813,6606,3,3,2870,Cynthia Calvillo,6,0,0,3,4,13,,,,,,,,,,,,,SUB,red
2230,Mike de la Torre,14,26,9,56,2,72,5,7,6,21,1,27,6,4,0,28,0,34,4/10/17,813,6607,1,3,1974,Myles Jury,4,1,8,23,7,34,2,1,2,19,8,29,1,0,0,8,4,13,KO/TKO,red
2705,Enrique Barzola,12,5,11,22,17,51,11,6,14,31,13,55,12,4,13,38,9,59,5/14/17,814,6579,3,3,2360,Gabriel Benitez,19,2,12,23,26,68,15,1,8,14,8,37,5,0,0,4,6,15,DEC,blue
1272,Jorge Masvidal,64,39,19,154,43,261,51,43,32,133,16,200,24,20,6,106,10,140,5/14/17,814,6586,3,3,326,Demian Maia,7,1,74,77,1,85,3,3,34,45,5,53,1,0,24,38,2,41,DEC,red
1595,Dustin Poirier,15,47,14,160,26,201,11,12,24,75,4,90,2,0,6,22,2,26,5/17/17,814,6593,2,3,890,Eddie Alvarez,24,34,3,52,10,86,12,3,0,24,8,44,8,4,3,32,5,45,,no contest
2362,Yair Rodriguez,29,13,10,49,27,105,26,9,22,61,22,109,13,3,22,46,15,74,5/14/17,814,6596,2,3,451,Frankie Edgar,18,6,8,39,22,79,11,0,36,71,16,98,12,15,44,76,14,102,KO/TKO,red
2707,Polo Reyes,9,7,8,50,3,62,32,8,16,59,9,100,9,1,1,20,4,33,5/14/17,814,6597,1,3,1984,James Vick,21,12,0,45,12,78,15,4,1,82,12,109,5,2,0,61,2,68,KO/TKO,red
2724,Jason Knight,6,0,14,46,18,70,7,0,10,31,11,49,7,5,11,63,5,75,5/15/17,814,6608,3,3,2214,Chas Skelly,11,19,11,57,2,70,4,16,6,49,1,54,0,0,4,8,0,8,KO/TKO,blue
1540,David Branch,,,,,,,,,,,,,,,,,,,5/14/17,814,6609,3,3,2122,Krzysztof Jotko,6,12,3,29,12,47,10,22,14,46,11,67,8,4,21,53,5,66,DEC,blue
2470,Rashad Coulter,,,,,,,,,,,,,,,,,,,5/15/17,814,6647,2,3,2787,Chase Sherman,11,0,0,14,18,43,5,1,0,11,10,26,0,0,0,7,3,10,KO/TKO,red
2829,Gadzhimurad Antigulov,0,0,0,0,0,0,,,,,,,,,,,,,5/16/17,814,6657,1,3,2810,Joachim Christensen,6,11,4,29,4,39,8,8,12,31,1,40,5,7,2,6,1,12,SUB,blue
461,Diego Sanchez,17,7,6,37,5,59,21,11,9,26,2,49,21,3,18,56,3,80,10/7/18,815,6549,1,3,1983,Al Iaquinta,20,0,9,66,20,106,21,8,5,88,14,123,5,3,1,51,15,71,KO/TKO,red
2264,Sam Alvey,30,29,11,47,9,86,12,13,13,90,12,114,13,34,1,63,18,94,4/24/17,815,6550,3,3,449,Thales Leites,3,17,2,43,11,57,3,6,19,41,12,56,2,5,4,27,4,33,DEC,red
2825,Brandon Moreno,3,6,4,14,8,25,1,1,4,12,1,14,3,2,0,16,4,23,4/24/17,815,6551,2,3,1504,Dustin Ortiz,46,31,31,46,9,101,35,30,39,66,5,106,20,30,60,104,10,134,SUB,blue
2808,Danielle Taylor,3,0,0,7,8,18,1,0,0,12,4,17,1,0,0,25,1,27,4/24/17,815,6552,3,3,2341,Jessica Penne,13,9,7,19,2,34,6,3,5,22,7,35,6,3,2,13,3,22,DEC,blue
2846,Matt Schnell,1,0,0,9,4,14,,,,,,,,,,,,,4/24/17,815,6553,1,3,2801,Hector Sandoval,9,7,0,10,1,20,6,4,0,4,1,11,1,2,0,3,3,7,KO/TKO,red
2820,Michael McBride,0,0,0,2,3,5,1,0,2,8,2,11,,,,,,,4/24/17,815,6554,3,3,2558,Scott Holtzman,29,34,5,52,11,92,13,13,14,52,4,69,9,18,7,54,3,66,DEC,red
2873,Cindy Dandois,,,,,,,,,,,,,,,,,,,4/24/17,815,6574,3,3,1839,Alexis Davis,7,10,11,34,14,55,5,0,5,13,6,24,2,2,0,15,14,31,DEC,red
961,Eddie Wineland,12,5,3,37,8,57,9,1,27,58,2,69,6,4,2,31,0,37,4/24/17,815,6580,3,3,1904,John Dodson,16,12,2,23,15,54,17,7,4,28,13,58,10,4,0,18,3,31,DEC,red
1865,Marcos Rogerio de Lima,10,14,31,47,16,73,,,,,,,,,,,,,4/24/17,815,6587,2,3,1499,Ovince Saint Preux,27,13,11,60,10,97,20,10,9,58,7,85,11,11,19,68,2,81,SUB,red
1982,Joe Proctor,11,6,0,25,24,60,10,12,6,48,5,63,7,8,0,50,3,60,4/24/17,815,6588,1,3,2263,Bryan Barberena,6,15,1,39,22,67,15,12,16,78,32,125,23,42,23,105,24,152,KO/TKO,red
2502,Stevie Ray,10,3,4,33,12,55,9,3,26,41,15,65,4,0,1,10,15,29,4/24/17,815,6595,3,3,524,Joe Lauzon,8,33,23,107,0,115,5,8,7,54,2,61,4,5,2,24,2,30,DEC,blue
2813,Mike Perry,8,3,25,52,15,75,3,8,5,30,4,37,2,6,3,39,5,46,4/24/17,815,6603,2,3,965,Jake Ellenberger,12,12,14,63,4,79,3,10,2,22,2,27,4,6,0,11,0,15,KO/TKO,blue
